0.0051479339599609,"- htmlclass"
0.0052239894866943,"- htmlclass"
4.1796629428864,"- htmlclass"
4.062509059906,"- htmlclass"
4.2784380912781,"- htmlclass x 1000"
4.0722091197968,"- htmlclass x 1000"
4.6447420120239,"- htmlclass x 1000"
4.1119470596313,"- htmlclass x 1000"
10.500768184662,"- parse4htmlclass x 1000"
10.051651000977,"- parse4htmlclass x 1000"
9.5674118995667,"- parse4htmlclass x 1000"
9.3263430595398,"- parse4htmlclass x 1000"
9.4164569377899,"- parse4htmlclass x 1000"
8.1796491146088,"- htmlclass x 1000"
9.4674360752106,"- parse4htmlclass x 1000"
7.4251282215118,"- htmlclass x 1000"
1.5851449966431,"- parse4htmlclass x 1000"
1.0345079898834,"- htmlclass x 1000"
9.0251140594482,"- parse4htmlclass x 1000"
7.1576960086823,"- htmlclass x 1000"
15.176868915558,"- parse4htmlclass x 10000"
10.442581892014,"- htmlclass x 10000"
27.680330038071,"- parse4htmlclass x 10000"
10.286952972412,"- htmlclass x 10000"
15.12015414238,"- parse4htmlclass x 10000"
8.206001996994,"- htmlclass x 10000"
